revenue,outcalls,incalls,months,eqpdays,webcap,marryyes,travel,pcown,creditcd,retcalls,churndep
20.12,14,4.33,13,392,1,0,0,0,0,1,1
50.47,20,0.67,23,554,1,1,0,1,1,1,1
81.03,112.67,4.33,20,398,1,0,0,0,0,1,1
59.91,11.67,0,41,1249,0,1,1,1,1,0,1
50.98,8.67,0,16,478,1,1,0,0,1,1,1
33.95,0,0,14,372,1,1,0,0,0,1,1
30.27,0,0,43,1300,0,1,0,0,1,0,1
25.6,22.33,0,13,370,1,0,0,0,0,1,1
52.23,13.33,0,11,320,1,0,0,0,0,1,1
31.02,0.67,0,17,507,1,0,0,1,1,1,1
29.99,2,2.67,39,1162,0,0,0,0,0,0,1
30.27,0.67,0,43,1297,0,0,0,0,1,0,1
26.24,2.67,0,12,356,1,0,0,0,0,1,1
59.29,38,1,12,323,1,0,0,0,0,1,1
63.49,0.33,0,41,1239,0,1,0,0,1,0,1
55.72,2.67,0,28,296,0,0,0,0,0,1,1
25.18,0,0,42,1291,0,0,0,1,1,0,1
19.99,0,0,43,1307,0,0,0,0,1,0,1
55.22,12,0.33,16,469,1,1,0,0,1,1,1
80.19,4.67,4.67,14,434,1,0,0,0,1,1,1
52.97,41.67,24,20,584,1,0,0,1,1,1,1
37.11,10.33,2.33,42,1284,0,0,0,1,1,0,1
35.99,1,0,17,498,1,0,0,0,1,1,1
60.11,17.33,6,11,325,1,0,0,0,0,1,1
30.25,0,0,42,1284,0,0,1,0,1,0,1
31.44,0.67,0,43,1293,0,1,0,0,1,0,1
14.13,7,3.33,19,552,1,0,0,0,1,1,1
18,0,0.67,38,1154,0,0,0,0,0,0,1
40.59,6.67,0.33,11,327,1,0,0,0,0,1,1
25.2,18,19.33,20,597,1,0,0,0,1,1,1
50.24,27.33,5,11,330,1,0,0,0,0,1,1
11.62,0.67,0,45,812,1,0,1,1,1,1,1
62.35,50.33,20,13,383,1,0,0,0,0,1,1
46.49,16.33,0,19,401,1,0,0,0,0,1,1
30.26,4.67,0,24,380,0,0,0,0,1,1,1
17.15,0,0,37,1140,0,0,0,0,0,0,1
18.99,17.33,0,12,358,1,0,0,0,0,1,1
41.46,59.67,3,24,467,1,0,0,0,0,1,1
37.36,6.33,1.33,12,342,1,0,0,0,0,1,1
24.93,24,4.67,19,541,1,0,0,0,1,1,1
37.96,32.67,10,32,575,1,0,0,0,0,1,1
39.99,0,0,12,335,1,0,0,0,0,1,1
41.84,16,5,12,348,1,0,0,1,0,1,1
37.31,10,1.67,16,487,1,0,0,0,1,1,1
66.9,10.33,1.67,36,1080,0,0,0,0,0,0,1
21.8,3,0,42,1287,0,1,0,0,1,0,1
38.32,22,0.67,11,326,1,0,0,0,0,1,1
45.84,12.33,8.33,12,351,1,0,0,0,0,1,1
72.6,26.33,13.33,16,481,1,0,0,0,1,1,1
74.14,15.33,2.67,14,426,1,1,0,1,1,1,1
57.34,0.67,0,19,385,1,0,0,0,0,1,1
17.29,7,2,12,362,1,0,0,0,0,1,1
35.1,11.33,2.33,38,1133,0,0,0,0,0,0,1
5,0,0,43,1313,0,1,0,0,1,0,1
10,0,0,43,1307,0,1,0,1,1,0,1
50.44,0,0,41,1242,0,1,1,0,1,0,1
57.27,31.67,1.67,16,356,1,0,0,0,0,1,1
21.31,8.33,0,43,1293,0,0,0,0,1,0,1
86.97,0,0,39,1180,0,0,0,0,1,0,1
16.99,0,0,42,1287,0,0,0,0,1,0,1
22.13,7,9,13,384,1,0,0,0,0,1,1
50.5,24,9.33,21,437,1,0,0,0,0,1,1
30.38,7.67,0,12,336,1,0,0,0,0,1,1
36.96,0,0,10,308,1,0,0,0,0,1,1
28.69,1,0,42,1272,0,1,0,0,1,0,1
37.85,119,38.67,17,496,1,0,0,0,0,1,1
158.49,42.67,1.67,10,282,1,1,1,0,1,1,1
61.65,6,2.67,13,318,1,0,0,0,0,1,1
10.6,0,0,12,355,1,1,0,0,0,1,1
15,0,0,43,1295,0,0,0,1,1,0,1
33.05,0,0,37,1110,0,1,0,0,0,0,1
68.66,88.67,12,16,472,1,1,0,0,1,1,1
17.99,0.67,0,43,1291,0,1,0,1,1,0,1
30.1,110,23,19,577,1,1,0,1,1,1,1
40.14,0.67,0,11,310,1,0,0,0,0,1,1
78.43,5.67,0.33,19,352,1,0,0,0,0,1,1
29.19,0.67,0,41,1256,0,1,0,0,1,0,1
78.39,32.33,0,13,391,1,0,0,0,1,1,1
109.52,3.33,0,11,336,1,1,0,0,1,1,1
11.9,6.67,0.33,11,340,1,0,0,0,0,1,1
38.9,17.67,1.33,29,603,1,0,0,0,1,1,1
37.59,27.33,12.33,13,368,1,0,0,0,0,1,1
75.9,33.33,19.67,45,69,1,0,0,0,1,2,1
27.68,18.67,1,10,313,1,0,0,0,0,1,1
84.1,9,3.67,39,1183,0,1,0,0,1,0,1
34.99,1.33,0,22,335,0,0,1,1,1,1,1
30.62,65.67,14.33,13,380,1,0,0,0,0,1,1
32.88,4,0,41,1247,0,1,0,0,1,0,1
68.97,47.33,2,39,479,0,1,0,0,1,1,1
133,63.67,1,32,944,0,0,0,0,0,0,1
58.59,41.33,14.67,37,1118,0,0,0,0,0,0,1
33.04,0,0,41,1245,0,1,0,1,1,0,1
52.02,6,0.33,36,1070,0,0,0,0,0,0,1
29.99,0,0,41,1247,0,1,1,0,1,0,1
33.24,7.33,0.33,15,454,1,0,0,0,1,1,1
47.09,19.67,4.33,10,296,1,0,0,0,0,1,1
49.99,2.67,0,15,434,1,1,0,0,1,1,1
54.34,82,35,19,577,1,0,1,1,1,1,1
54.31,25,3,28,573,1,0,0,0,1,1,1
39.85,18.33,7.33,10,312,1,0,0,0,0,1,1
94.23,42,1.33,13,368,1,1,0,1,1,1,1
43.98,14,1.33,20,495,1,0,0,0,1,1,1
70.55,31,0,44,1231,0,0,0,0,1,0,1
42.38,33,15.33,17,507,1,0,0,0,1,1,1
16.52,0,0,41,1258,0,0,0,0,1,0,1
82.23,0,0,33,1000,0,0,0,0,0,0,1
33.04,17.33,5,15,464,1,0,0,0,1,1,1
60.34,33,0,48,1179,0,0,0,0,0,0,1
58.45,26.67,11,25,455,1,0,0,0,0,1,1
10.1,1.33,0.33,12,340,1,0,0,0,0,1,1
35.34,3.67,0.33,40,1226,0,1,0,0,1,0,1
76.81,0.67,0,38,1159,0,0,0,0,1,0,1
45.43,10.67,0.33,47,1287,0,0,0,0,1,0,1
40.02,5.33,0,14,429,1,1,0,0,1,1,1
90.76,6.33,0,12,353,1,1,0,0,1,1,1
24.76,2,0.67,41,1248,0,0,0,0,1,0,1
92.5,8,0.33,37,1131,0,0,1,0,1,0,1
64.48,6.67,0.67,14,403,1,1,0,1,1,1,1
33.66,12.33,2.67,41,1243,0,1,1,1,1,0,1
31,0,0,36,1083,0,0,0,0,0,0,1
141.12,64.67,0.67,31,913,0,0,0,0,0,0,1
44.5,7.33,3.67,19,484,1,0,0,1,1,1,1
59.99,0,0,14,404,1,0,0,0,1,1,1
34.36,10.33,2.67,22,420,1,0,0,0,0,1,1
28.63,0,0,35,1073,0,0,0,0,0,0,1
42.01,9.67,3.67,40,1224,0,1,1,1,1,0,1
82.09,36,1.33,23,283,0,0,0,0,1,1,1
31.65,4,0.67,40,1226,0,1,0,0,1,0,1
26.17,10.33,0.67,15,452,1,1,0,1,1,1,1
44.16,6.67,0.33,41,1221,0,0,0,0,1,0,1
24.78,0,0,41,1241,0,0,0,0,1,0,1
21.22,0,0,15,454,1,0,0,0,1,1,1
56.11,0.67,0,13,395,1,1,0,0,1,1,1
42.97,0,0,39,1199,0,0,0,0,1,0,1
21.58,0.67,0,41,1243,0,0,0,0,1,0,1
170.83,94.67,37.67,7,219,1,0,0,0,0,1,1
84.81,37.67,6.33,13,381,1,0,0,0,1,1,1
16.15,0,0,41,1247,0,1,0,1,1,0,1
38.04,11.67,0.33,35,1059,0,0,0,0,0,0,1
24.18,0,0,19,489,1,0,0,0,1,1,1
173.96,146.33,38,7,214,1,0,0,0,0,1,1
38.95,5,0,40,1211,0,1,0,1,1,0,1
36.49,16.67,0,14,423,1,0,0,0,1,1,1
45.51,22.33,0.33,14,414,1,1,0,1,1,1,1
26.24,0,0,15,443,1,1,0,0,1,1,1
70.21,87,2.67,34,1018,0,0,0,0,0,0,1
75.31,2.33,0,12,358,1,1,0,1,1,1,1
26.96,37.33,6,29,605,1,1,0,0,1,1,1
40.18,13.33,0,40,1207,0,0,0,0,1,0,1
17.15,0,0,41,1242,0,0,0,0,1,0,1
16.99,0,0,41,1242,0,0,0,0,1,0,1
30.74,0.67,0,14,426,1,0,0,0,1,1,1
54.43,26.67,9,41,1228,0,1,0,0,1,0,1
171.85,57.67,20,30,396,1,0,0,0,0,1,1
18.83,0.33,0,35,1074,0,0,0,0,0,0,1
5,0,0,45,1295,0,1,0,0,1,0,1
5,0,0,37,1109,0,0,0,0,0,0,1
20.6,0,0,46,1378,1,0,0,0,0,0,1
33.56,5.67,0.67,14,320,1,1,0,0,0,1,1
61.45,23,1.67,27,530,1,0,0,0,1,1,1
30.26,14,9.33,41,1253,0,1,0,0,1,0,1
158.96,56.33,14.67,7,153,1,0,0,0,0,1,1
15,0,0,41,1241,0,0,0,0,1,0,1
156.85,20.67,0.33,8,224,1,1,0,0,1,1,1
60.73,1.33,0,12,369,1,1,0,0,1,1,1
10.52,0,0,41,1245,0,1,0,0,1,0,1
39.97,3.67,0,16,330,1,0,0,0,0,1,1
38.05,9,0,8,249,1,0,0,0,0,1,1
45.48,25.33,3.33,14,416,1,0,0,0,1,1,1
44.67,1,0.67,13,398,1,0,0,0,1,1,1
8.13,0.67,0,24,447,1,0,0,0,0,1,1
40.38,60.33,27,12,367,1,0,0,0,0,1,1
77.81,46.67,31,12,145,0,0,0,0,0,1,1
30.49,4,0.33,15,430,1,1,1,1,1,1,1
30.76,5,0,41,1218,0,0,0,0,1,0,1
34.53,36.67,15.67,11,327,1,0,0,0,0,1,1
63.08,22,3,20,453,1,1,0,1,1,1,1
36.46,0.67,0,40,1200,0,0,0,0,1,0,1
20.46,0,0,24,428,1,0,0,0,0,1,1
56.36,16,2,39,1174,0,0,0,0,1,0,1
87.66,21.67,0,37,1113,0,1,0,0,1,0,1
24.68,75.67,15.33,17,500,1,0,0,0,1,1,1
34.99,5.33,0,40,1201,0,0,1,1,1,0,1
10,0,0,14,335,1,0,0,0,0,1,1
24.59,0.67,0.67,41,1224,0,0,0,0,1,0,1
30.24,2.33,0.33,14,416,1,1,0,0,1,1,1
37.49,0.67,0,13,396,1,0,0,0,1,1,1
24.99,0,0,35,1055,0,0,0,0,0,0,1
30.24,0,0,40,1203,0,1,0,0,1,0,1
65.69,3.33,0.67,11,345,1,1,0,0,1,1,1
61.71,0,0,14,275,1,0,0,0,0,1,1
30,9.67,2.67,41,1221,0,0,0,0,1,0,1
32.69,2.67,2.33,34,1040,0,0,0,0,0,0,1
33.98,3.33,0.33,39,1187,0,0,0,0,1,0,1
57.64,1,0,37,1139,0,1,0,0,1,0,1
90.81,6.67,0,36,1092,0,1,0,1,1,0,1
34.99,34.67,11.67,41,1240,0,1,0,0,1,0,1
143.44,88.33,3,34,1023,0,0,0,0,1,0,1
18.88,0,0,16,442,1,0,0,0,1,1,1
40.72,3.67,0,39,1177,0,1,0,0,1,0,1
68.15,2,0.33,37,1127,0,0,0,0,1,0,1
32.24,3,0,40,1196,0,1,0,1,1,0,1
259.42,46,2,18,205,1,0,0,0,1,1,1
75.29,15.33,3,32,971,0,0,0,0,0,0,1
17.09,0,0,34,1045,0,0,0,0,0,0,1
33.24,17.67,0,39,1182,0,0,0,0,1,0,1
98.56,62.67,22.67,12,378,1,1,0,0,1,1,1
29.29,0,0,39,1185,0,0,1,1,1,0,1
50.74,0,0,38,1151,0,0,0,0,1,0,1
19.83,0,0,21,487,1,1,0,0,1,1,1
60.33,0,0,16,391,1,0,0,0,1,1,1
55.18,16.33,1.67,38,1150,0,1,0,0,1,0,1
126.63,19.67,7.33,9,268,1,1,1,1,1,1,1
185.09,63.33,33.67,33,340,0,0,0,0,1,1,1
49.99,53.33,26.67,17,493,1,0,0,0,1,1,1
64.47,12,1,6,182,1,0,0,0,0,1,1
33.44,0,0,13,388,1,1,0,1,1,1,1
30.52,10.67,7.33,40,1214,0,1,0,1,1,0,1
70.45,18.67,5,10,138,0,0,0,0,1,1,1
5,0,0,35,1064,0,0,0,0,0,0,1
121.79,7.33,3,30,894,0,1,0,0,0,0,1
847.82,55,17.67,8,216,1,0,0,0,1,0,1
64.86,7,0,18,301,1,0,0,0,0,1,1
40.59,14.67,7,8,245,1,0,0,0,0,1,1
31.24,3,2.33,40,1196,0,0,0,0,1,0,1
54.33,45,15,17,347,1,0,0,0,0,1,1
34.64,1.33,0,33,1009,0,1,0,0,0,0,1
30,0,0,33,596,1,1,1,0,1,1,1
33.74,43.67,2.33,23,302,0,1,0,0,1,1,1
49.52,15.67,14.67,39,680,1,1,0,0,1,1,1
39.44,27,5,13,392,1,1,0,1,1,1,1
29.99,0,0,39,1177,0,1,0,0,1,0,1
29.99,2,0.67,39,1179,0,1,0,1,1,0,1
15.5,0,0,40,1203,0,1,0,1,1,0,1
5,0,0,19,476,1,0,0,0,1,1,1
25.99,3.33,0,39,1181,0,1,0,0,1,0,1
32.27,3.67,0,39,1174,0,1,0,1,1,0,1
51.02,3,1.33,12,357,1,1,0,0,1,1,1
38.49,1.67,0,39,1167,0,0,0,0,1,0,1
48.63,0.33,0,37,1135,0,1,0,0,1,0,1
176.05,44.33,11,13,157,1,0,0,0,0,1,1
34.35,65,8.67,14,417,1,0,0,0,1,1,1
51.79,9.33,2.67,38,1149,0,1,0,1,1,0,1
29.3,0,0,13,385,1,0,0,0,1,1,1
140.61,11,0.33,32,982,0,0,0,0,1,0,1
67.33,9.67,0,36,1102,0,1,0,0,1,0,1
76.23,8.67,0,10,302,1,1,0,0,1,1,1
66.2,12.33,0,36,1103,0,0,0,0,1,0,1
19.3,1,0.33,14,406,1,0,0,0,1,1,1
64.18,5.67,0.33,11,326,1,0,0,0,1,1,1
58.89,0.33,0,38,1131,0,0,1,1,1,0,1
50.82,1,1,42,1274,1,1,0,0,0,0,1
62.28,2.33,0,23,257,0,1,0,1,1,1,1
97.11,32.33,13.33,26,381,1,0,0,0,0,1,1
99.06,61,4,36,1077,0,1,0,1,1,0,1
47.97,8,0,38,1141,0,1,0,0,1,0,1
15.07,0,0,40,1196,0,0,0,1,1,0,1
18.23,0,0,39,1182,0,0,0,0,1,0,1
41.99,6.33,0,52,1188,0,0,0,0,0,0,1
11.22,0,0,9,255,1,0,0,0,0,1,1
60.11,14.67,1.67,13,351,1,0,0,0,1,1,1
15.23,20,2.33,39,1192,0,1,0,0,1,0,1
25.02,0,0,39,1174,0,1,0,0,1,0,1
16.99,0,0,39,1182,0,1,0,0,1,0,1
30.19,2,0,34,1013,0,0,0,0,0,0,1
64.53,10.33,0.67,11,321,1,0,0,0,1,1,1
15.58,0,0,14,403,1,0,0,0,1,1,1
39.4,3.33,0,12,356,1,1,1,1,1,1,1
64.14,61.67,25.67,15,438,1,0,0,0,1,1,1
35.6,3,0.33,38,1151,0,1,0,1,1,0,1
22.72,1.67,2.67,35,1038,0,0,0,0,0,0,1
15.45,5.33,0.33,39,1182,0,1,0,1,1,0,1
49.99,30.67,1.33,38,1137,0,1,0,0,1,0,1
56.28,1,0,11,325,1,1,0,1,1,1,1
166.79,66.33,8.67,26,804,0,0,0,0,0,0,1
29.99,1.33,0,34,1009,0,0,0,0,0,0,1
55.24,2.33,0,11,325,1,0,0,1,1,1,1
35.99,35.67,16,37,1082,0,0,0,0,0,0,1
84.02,35.33,9,42,1253,1,0,0,0,0,0,1
59.99,0,0,36,1099,0,1,0,0,1,0,1
30,19.33,0.67,34,1010,0,0,0,0,0,0,1
89.84,14.33,10,19,297,1,0,0,0,0,1,1
21.36,3,1.67,39,1177,0,1,0,1,1,0,1
16.99,0.67,0,40,1187,0,1,0,1,1,0,1
46.61,8.33,1.67,38,1139,0,0,0,0,1,0,1
88.48,19,0.33,31,914,0,0,0,0,0,0,1
30.52,3,0.33,33,997,0,0,0,0,0,0,1
17.64,1,0.33,39,1176,0,1,0,0,1,0,1
30.26,1,0,37,1140,0,1,0,1,1,0,1
31.24,4.33,0.67,12,361,1,1,0,0,1,1,1
22.96,0.67,0,34,493,1,0,0,0,0,1,1
169.12,10.33,0,22,312,1,0,0,1,1,1,1
33.57,72,20.67,16,460,1,1,1,0,1,1,1
22.44,0,0,38,1158,0,1,0,0,1,0,1
56.9,10.33,0,37,1110,0,1,0,0,1,0,1
24.99,0,0,38,1155,0,1,1,0,1,0,1
42.49,2,5,38,1151,0,1,1,1,1,0,1
40.14,1.33,2,37,1134,0,0,0,0,1,0,1
35.98,8,4,13,375,1,0,0,0,1,1,1
54.5,33.33,0.67,25,469,1,0,0,0,1,1,1
31.25,4,0,37,1137,0,0,0,0,1,0,1
33.49,1.67,0.67,33,992,0,0,0,0,0,0,1
10,0,0,39,1180,0,1,0,0,1,0,1
17.15,0,0,39,1172,0,1,0,1,1,0,1
29.99,7.33,0,39,1158,0,1,0,0,1,0,1
99.37,17,2.33,35,1048,0,0,0,0,1,0,1
35.88,3.67,1,23,365,1,0,0,0,0,1,1
21.98,0,0,38,1156,0,1,0,1,1,0,1
29.25,2.67,0,38,1148,0,0,0,0,1,0,1
79.52,33.33,22.67,31,466,1,0,0,0,0,1,1
30,0.33,0,33,992,0,0,0,0,0,0,1
34.43,18.67,0.33,37,1132,0,0,0,0,1,0,1
62.51,7,2.67,11,318,1,1,1,0,1,1,1
121.88,33,0,8,214,1,0,0,1,1,1,1
61.09,2.67,2.67,11,319,1,0,1,0,1,1,1
30.28,0,0,29,428,1,0,0,0,0,1,1
30.52,15,6.33,34,1019,0,0,0,0,0,0,1
10,0,0,13,386,1,0,0,0,1,1,1
50.44,13,3,11,330,1,1,1,1,1,1,1
10,0,0,7,220,1,0,0,0,0,1,1
25.23,0,0,38,1148,0,0,1,0,1,0,1
26.24,16,2,13,373,1,1,0,0,1,1,1
81.77,0,0,9,265,1,1,0,0,1,1,1
35.75,1.67,0,37,1126,0,1,0,1,1,0,1
28.49,15.33,3.67,38,1155,0,1,0,0,1,0,1
26.98,1,0,37,1135,0,0,0,0,1,0,1
54.21,23.67,2,11,321,1,0,0,0,1,1,1
76.98,29.67,5.67,32,943,0,0,0,0,0,0,1
30.24,2.33,0,33,987,0,0,0,0,0,0,1
36.31,2.33,0,11,334,1,0,0,0,1,1,1
30.04,0.33,0,32,976,0,0,0,0,0,0,1
28.74,3.67,0,12,352,1,0,0,0,1,1,1
30.94,34.33,5.33,13,376,1,0,0,0,1,1,1
50.49,16,0.33,37,1109,0,0,0,1,1,0,1
40.13,10,2,39,1146,0,0,0,0,1,0,1
50.74,30,2.33,21,428,1,0,0,0,1,1,1
46.68,5.67,2.67,37,1120,0,1,0,1,1,0,1
32.15,0.33,0,32,973,0,0,0,0,0,0,1
12.72,3.67,2.67,13,386,1,1,0,0,1,1,1
95.09,41,29.33,12,367,1,1,0,0,1,1,1
30.26,2,0.67,37,1130,0,1,0,0,1,0,1
13.25,0,0,55,1333,0,0,0,1,1,0,1
50.75,10.67,0,46,1392,1,0,0,0,1,0,1
33.76,0.67,0,42,1266,1,0,0,0,0,0,1
16.63,0.67,0,39,1163,0,1,0,1,1,0,1
7.11,0,0,13,383,1,1,0,0,1,1,1
30.32,8,0,53,1293,0,1,0,1,1,0,1
50.74,42.33,11.33,33,995,0,0,0,0,0,0,1
51.3,16.33,0.33,10,304,1,0,0,0,1,1,1
32.64,25,5.33,44,498,0,0,0,0,1,1,1
37.34,15.33,0,37,1118,0,0,0,0,1,0,1
119.98,94,36.67,7,205,1,0,0,0,0,1,1
32.78,1.67,1.67,32,973,0,0,0,0,0,0,1
64.95,107,13,12,347,1,0,0,0,1,1,1
65.16,4.33,1,35,1069,0,0,0,0,1,0,1
32.99,14.33,8,34,1012,0,0,0,0,0,0,1
31.6,2,0.67,37,1125,0,1,0,0,1,0,1
93.05,15.67,8,13,208,1,0,0,0,0,1,1
41.24,30,11.67,33,1003,0,0,0,0,0,0,1
30.24,1.33,0,32,969,0,1,0,0,0,0,1
40.43,7.67,0,11,322,1,1,0,1,1,1,1
35.31,1.33,0.67,32,965,0,0,0,0,0,0,1
38.54,29,0,31,949,0,0,0,0,0,0,1
38.12,1,0,11,324,1,1,0,0,1,1,1
165.58,54.33,25,33,1010,0,0,0,0,1,0,1
50.66,6,7.67,20,324,1,0,0,0,0,1,1
86.31,90.33,23,7,197,1,1,0,0,0,1,1
129.63,45.33,21.33,16,238,1,0,0,0,0,1,1
60.29,22.33,9,19,307,1,0,0,0,0,1,1
161.18,15,0,30,907,0,0,1,0,1,0,1
98.88,5.33,3,8,132,1,0,0,0,0,1,1
56.39,22.33,8,11,327,1,0,1,0,1,1,1
53.11,1,0.33,37,1097,0,0,1,0,1,0,1
10,0,0,12,363,1,1,1,1,1,1,1
98.75,41.67,14.67,15,239,1,0,0,0,0,1,1
150.12,57,27.67,11,181,1,0,0,0,0,1,1
76.74,20.33,13.67,11,321,1,0,0,0,1,1,1
5,0,0,38,1158,0,1,0,1,1,0,1
15.05,0.67,1,57,1347,0,1,0,1,1,0,1
100.43,27.67,8,26,330,1,0,0,0,0,1,1
102.79,1.67,0.33,37,418,1,0,0,0,0,1,1
139.67,142.67,33.67,18,385,1,0,0,0,1,1,1
69.16,31,7.67,14,341,1,0,0,0,1,1,1
25.04,7,0,37,1124,0,0,0,0,1,0,1
38.51,0.67,0,41,1241,1,0,0,0,0,0,1
32.88,0.33,0,37,1115,0,1,0,0,1,0,1
22,3.33,0,51,1465,1,0,1,1,1,0,1
31.7,9.33,1.33,37,1120,0,0,1,1,1,0,1
30.26,0.67,0,36,1107,0,1,0,0,1,0,1
81.77,5.67,1.67,29,880,0,0,0,0,0,0,1
50.25,0,0,35,1074,0,1,0,0,1,0,1
29.99,0,0,32,962,0,0,0,0,0,0,1
172.63,33.33,0.67,25,736,0,0,0,0,0,0,1
97.79,87,10.67,20,378,1,0,0,0,1,1,1
60.02,28.67,0,36,1073,0,1,0,0,1,0,1
19.79,2,0,7,191,1,0,0,0,0,1,1
57.01,12.67,0,43,1147,0,0,0,0,1,0,1
29.99,3.33,0,37,1114,0,1,1,1,1,0,1
25.29,0,0,37,1119,0,0,0,0,1,0,1
9.91,0,0,7,201,1,0,0,0,0,1,1
63.56,0,0,29,891,0,0,0,0,0,0,1
31.79,0,0,11,321,1,0,0,0,1,1,1
55.98,21,1,54,1264,0,1,0,0,1,0,1
21.66,0,0,12,342,1,1,0,0,1,1,1
36.5,21.67,4,11,327,1,0,0,0,1,1,1
37.06,4.67,0,11,314,1,0,0,0,1,1,1
22.49,0,0,44,376,0,0,0,0,0,1,1
36.44,2.33,0,10,304,1,0,0,0,1,1,1
23.25,0,0,10,318,1,1,0,1,1,1,1
79,30,4.33,35,1050,0,0,0,0,1,0,1
233.2,80.33,22.33,25,312,1,0,0,0,1,1,1
30.59,9.33,0,36,1099,0,0,0,0,1,0,1
16.99,0,0,37,1123,0,1,1,1,1,0,1
50,14.33,2.33,26,459,1,1,0,0,1,1,1
35.09,54.33,17.33,13,386,1,0,0,0,1,1,1
35.98,4,0,11,311,1,1,0,1,1,1,1
51.25,15,9.67,34,459,1,0,0,0,0,1,1
146.68,2.33,0,25,752,0,0,0,0,0,0,1
30.63,6.67,4.67,7,185,1,0,0,0,0,1,1
55.29,0.33,0,36,1068,0,1,0,1,1,0,1
57.95,25.33,0,44,1148,0,0,0,0,1,0,1
19.99,0,0,13,347,1,1,0,0,1,1,1
55.39,38.33,17.67,7,197,1,0,0,0,0,1,1
45.94,11.33,0,31,923,0,0,0,0,0,0,1
49.99,14.33,0,30,908,0,0,0,0,0,0,1
575.75,21.67,0,15,373,1,0,0,0,0,0,1
21.11,0,0,37,1114,0,1,0,1,1,0,1
39.12,8.33,2,11,310,1,1,0,0,1,1,1
36.48,29,8.33,11,332,1,0,0,0,1,1,1
29.99,8,0,36,1093,0,1,0,0,1,0,1
30.31,12.67,1,37,1106,0,0,0,0,1,0,1
20.65,5.67,0,37,1113,0,0,0,0,1,0,1
35.49,64.33,7.33,37,1119,0,1,0,0,1,0,1
74.6,15,3.33,34,1033,0,0,0,0,1,0,1
131.94,67.67,12.67,36,396,1,0,0,0,0,1,1
35.29,0,0,30,921,0,0,0,0,0,0,1
59.66,88,14.67,21,325,1,0,0,0,0,1,1
10.04,0,0,11,333,1,0,0,0,1,1,1
87.22,20.33,2.33,13,173,1,0,0,0,0,1,1
101.68,2.33,0,11,232,1,1,0,0,1,1,1
30.27,0,0,31,935,0,0,0,0,0,0,1
55.03,65.33,6.67,24,335,1,0,0,0,0,1,1
108.86,38.67,5.67,37,1122,1,0,0,0,0,0,1
16.99,0,0,37,1114,0,1,0,0,1,0,1
19.4,0.67,0,37,1111,0,0,0,0,1,0,1
30.25,0,0,41,1231,1,0,0,0,0,0,1
35.55,5,0.67,36,1085,0,1,0,0,1,0,1
35.79,1,1,37,1096,0,0,0,0,1,0,1
22.46,1.67,0,37,1107,0,0,0,0,1,0,1
30.31,0.33,0,36,1088,0,0,0,1,1,0,1
19.03,0,0,37,1110,0,1,0,0,1,0,1
29.99,0,0,17,370,1,1,0,0,1,1,1
53.49,3.33,0,30,897,0,0,0,0,0,0,1
140.97,48.33,7.33,25,772,0,0,0,0,0,0,1
46.78,6.67,0.33,30,905,0,0,0,0,0,0,1
26.76,1.33,0.33,37,1102,0,1,0,1,1,0,1
30.08,0.33,0,36,1087,0,0,0,0,1,0,1
15.14,0.33,0,37,1112,0,0,0,0,1,0,1
29.99,0,0,35,1075,0,1,1,1,1,0,1
23.44,0,0,21,416,1,0,0,0,1,1,1
64.9,47,100.67,18,543,1,0,0,0,0,1,1
34.02,5.67,8.33,25,278,0,1,0,0,1,1,1
11.69,0,0,11,325,1,0,0,0,1,1,1
52.86,7.67,0.33,33,509,1,0,0,0,1,1,1
31.27,15,1.67,35,1078,0,1,0,0,1,0,1
24.15,0,0,30,926,0,0,0,0,0,0,1
33.25,0,0,36,1081,0,0,0,0,1,0,1
70.97,15,12,31,401,1,0,0,0,0,1,1
61.32,4.67,1.67,30,890,0,0,0,0,0,0,1
25.75,0,0,10,298,1,1,0,0,1,1,1
122.64,56.67,14.33,33,995,0,0,0,0,1,0,1
10,0,0,11,325,1,0,0,0,1,1,1
30.51,4,2,31,934,0,0,0,0,0,0,1
31.85,0,0,36,1081,0,1,0,0,1,0,1
59.99,4.67,0,30,885,0,1,0,0,0,0,1
30.37,4.67,0.33,36,1083,0,1,0,1,1,0,1
42.87,5.33,0.33,35,1059,0,0,0,0,1,0,1
31.14,7,2.33,36,1088,0,1,0,1,1,0,1
10,0,0,11,324,1,1,0,0,1,1,1
36.31,0,0,17,357,1,1,1,1,1,1,1
335.97,182.33,45.67,10,97,1,0,0,0,1,1,1
43.87,4.33,0,35,1056,0,1,0,0,1,0,1
67.17,9.67,2.33,16,217,1,0,0,0,0,1,1
35.15,4,0,20,388,1,0,0,0,1,1,1
76.86,3.33,0,33,998,0,0,0,0,1,0,1
34.99,0.67,0,31,920,0,0,0,0,0,0,1
30,2.67,0,36,1080,0,1,0,1,1,0,1
32.49,8.67,3.67,36,1088,0,1,0,0,1,0,1
22.83,1,0,35,1077,0,0,0,0,1,0,1
75.37,3,0,33,999,0,1,0,0,1,0,1
55.72,36,1.67,13,194,1,0,0,0,0,1,1
158.49,10,10,34,1039,1,0,0,0,0,0,1
20.45,0,0,36,1089,0,0,0,0,1,0,1
25.82,0.67,0,36,1083,0,1,0,0,1,0,1
72.75,99.33,31.33,13,368,1,1,0,0,1,1,1
